170s;12.2;46.9%;4537.03063;8538.00000;79;51;5661.09744;117763;255295
176s;12.2;46.8%;4546.47900;8538.00000;68;51;5091.70325;120810;262653
180s;12.2;46.7%;4553.45365;8538.00000;43;55;5884.00000;122704;268167
185s;12.2;46.6%;4562.90174;8538.00000;70;38;5918.12778;125865;275237
190s;12.2;46.5%;4567.66441;8538.00000;50;53;7825.40644;128232;281002
195s;12.2;46.4%;4574.84987;8538.00000;69;44;6683.16979;130822;286481
200s;12.1;46.3%;4582.43375;8538.00000;62;45;6371.98762;133599;293110
205s;12.1;46.2%;4591.00000;8538.00000;26;54;7011.13950;136635;299046
211s;12.1;46.1%;4598.37162;8538.00000;57;44;5352.59869;139698;305982
215s;12.1;46.1%;4604.33879;8538.00000;48;infeasible;142135;311504
221s;12.1;46.0%;4611.85080;8538.00000;55;51;7337.20557;145480;318248
226s;12.1;45.9%;4617.96680;8538.00000;79;39;5270.63764;147658;323115
230s;12.1;45.8%;4624.76537;8538.00000;82;41;5199.70439;149876;329989
236s;12.1;45.8%;4631.10432;8538.00000;43;infeasible;152101;335557
240s;12.1;45.7%;4636.10569;8538.00000;59;55;6562.16128;153972;340203
245s;12.1;45.6%;4640.44283;8538.00000;75;38;5358.52893;156259;344747
250s;12.1;45.6%;4646.77759;8538.00000;53;infeasible;158888;351789
255s;12.1;45.5%;4651.77925;8538.00000;64;43;5826.99556;160670;357147
260s;12.1;45.5%;4657.10574;8538.00000;50;54;7809.28339;163014;363738
265s;12.1;45.4%;4660.77676;8538.00000;78;39;5283.67256;165864;366919
271s;12.0;45.3%;4667.54441;8538.00000;53;42;6207.41783;168546;374881
275s;12.0;45.3%;4670.74676;8538.00000;88;41;5640.31482;170740;379129
280s;12.0;45.2%;4675.99511;8538.00000;81;41;5159.43447;172789;385088
285s;12.0;45.2%;4680.83158;8538.00000;60;44;5664.47914;174901;389983
291s;12.0;45.1%;4685.08757;8538.00000;46;50;7038.62638;177394;394984
295s;12.0;45.1%;4690.61288;8538.00000;72;42;6982.61170;179802;401025
301s;12.0;45.0%;4695.48791;8538.00000;80;43;6401.89162;182176;406884
306s;12.0;45.0%;4699.42607;8538.00000;57;infeasible;184592;412181
310s;12.0;44.9%;4702.92232;8538.00000;70;46;5003.93127;185922;415710
315s;12.0;44.9%;4706.85250;8538.00000;74;46;5588.97702;188241;420618
320s;12.0;44.8%;4710.79274;8538.00000;30;52;7595.22205;190141;425368
326s;12.0;44.8%;4714.68081;8538.00000;55;infeasible;192251;430655
330s;12.0;44.7%;4717.28397;8538.00000;36;51;8098.65960;194135;434053
335s;12.0;44.7%;4721.58827;8538.00000;53;infeasible;196086;439998
341s;12.0;44.7%;4725.44076;8538.00000;79;39;5207.46762;198698;444723
347s;12.0;44.6%;4728.61168;8538.00000;79;55;6354.45917;201168;449255
350s;12.0;44.6%;4732.74168;8538.00000;43;53;7346.65349;201982;453622
355s;12.0;44.5%;4735.54242;8538.00000;62;38;6968.98040;203860;457423
360s;12.0;44.5%;4739.86326;8538.00000;57;46;6215.24683;205806;462480
365s;12.0;44.4%;4744.14804;8538.00000;47;49;6779.84545;207699;467240
371s;12.0;44.4%;4747.19484;8538.00000;23;51;7883.28363;209857;471762
376s;12.0;44.4%;4750.90894;8538.00000;79;42;5795.95010;211663;476545
381s;12.0;44.3%;4754.98721;8538.00000;27;55;8080.31638;213555;481203
385s;12.0;44.3%;4757.28336;8538.00000;86;40;5266.89748;214881;484250
390s;12.0;44.2%;4761.00000;8538.00000;80;46;6743.02774;216686;489417
395s;12.0;44.2%;4763.89843;8538.00000;88;36;5339.04010;218515;493263
402s;12.0;44.2%;4767.43017;8538.00000;42;50;7695.52037;219942;497918
405s;12.0;44.2%;4768.09894;8538.00000;84;44;4903.92154;220863;498864
410s;12.0;44.1%;4769.66733;8538.00000;58;43;5586.14981;221629;501902
417s;12.0;44.1%;4772.20855;8538.00000;46;48;6808.19840;223460;505376
421s;12.0;44.1%;4775.09890;8538.00000;66;39;5198.58118;224757;508747
425s;12.0;44.1%;4776.89078;8538.00000;29;53;7948.16029;225925;511559
430s;12.0;44.0%;4779.28400;8538.00000;60;46;5469.57597;227287;514974
436s;12.0;44.0%;4782.75279;8538.00000;21;47;8010.77635;229277;520060
441s;12.0;44.0%;4785.34779;8538.00000;84;43;5585.59575;230557;523478
446s;12.0;43.9%;4788.00957;8538.00000;109;42;4823.46746;231847;526730
451s;12.0;43.9%;4790.46788;8538.00000;48;infeasible;233767;530173
455s;12.0;43.9%;4793.27633;8538.00000;63;infeasible;234906;534319
460s;12.0;43.8%;4796.26130;8538.00000;61;44;5467.66494;236230;537668
465s;12.0;43.8%;4799.02102;8538.00000;73;42;6426.62455;237751;542162
470s;12.0;43.8%;4801.69479;8538.00000;52;46;6445.68328;239130;545872
475s;12.0;43.7%;4803.46245;8538.00000;29;45;7673.74122;240560;549354
481s;12.0;43.7%;4807.42375;8538.00000;72;40;5307.80740;242562;554456
486s;12.0;43.7%;4809.42539;8538.00000;83;49;5209.36262;244112;557415
490s;12.0;43.6%;4812.03150;8538.00000;50;48;5514.40753;245212;561170
